KEY , GAPS , MATCHES , ALL , OVERLAP_TYPE 
seq6_53-seq6_75,0.011145411,0.085729175,0.0564303,Good Overlap
seq6_55-seq7_94,0.011568061,0.060379539,0.029656428,Bad Overlap
seq6_57-seq8_42,0.024939186,0.131833476,0.064341226,Bad Overlap
seq6_59-seq8_92,0.074598835,0.419115899,0.206107435,Bad Overlap
seq6_65-seq9_36,0.020480476,0.11254612,0.053771237,Bad Overlap
seq6_67-seq7_85,0.027723002,0.164959336,0.082292167,Bad Overlap
seq6_72-seq9_96,0.074637471,0.402225695,0,Bad Overlap
seq6_73-seq7_41,0.02384195,0.128483848,0.061602402,Bad Overlap
seq6_74-seq8_82,0.068474159,0.37382415,0,Bad Overlap
seq6_74-seq7_38,0.04055169,0.239779742,0.120362646,Bad Overlap
seq6_76-seq9_74,0.074622675,0.444275607,0.22098685,Bad Overlap
seq6_78-seq7_51,0.028006462,0.155023301,0.076893555,Bad Overlap
seq6_81-seq8_16,0.050435607,0.270406041,0.131997109,Bad Overlap
seq6_81-seq7_15,0.07885163,0.420105847,0.206375418,Bad Overlap
seq6_84-seq7_91,0.024839465,0.133111785,0,Bad Overlap
seq6_84-seq9_98,0.019587348,0.106593239,0.051707987,Bad Overlap
seq6_84-seq9_57,0.075041431,0.415839467,0.201065115,Bad Overlap
seq6_85-seq8_69,0.077656505,0.433054318,0,Bad Overlap
seq6_85-seq7_50,0.076321199,0.430674477,0.210296133,Bad Overlap
seq6_86-seq9_92,0.021550089,0.122718267,0.058753652,Bad Overlap
seq6_86-seq7_57,0.016197141,0.084734204,0.041030022,Bad Overlap
seq6_87-seq8_58,0.041852235,0.220481216,0.107110556,Bad Overlap
seq6_89-seq8_34,0.064591917,0.357210843,0.17579204,Bad Overlap
seq6_90-seq7_67,0.081905336,0.438258129,0,Bad Overlap
seq6_90-seq7_87,0.01340754,0.080606632,0.041261098,Bad Overlap
seq6_91-seq8_24,0.030983947,0.163719081,0.07937495,Bad Overlap
seq6_92-seq7_83,0.074877986,0,0,Bad Overlap
seq2_6-seq5_98,0.010771844,0.05769115,0.032684958,Bad Overlap
seq2_8-seq9_97,0.021893005,0.122350907,0.061073357,Bad Overlap
seq2_10-seq8_52,0.042525395,0.242194651,0.128440585,Bad Overlap
seq2_11-seq4_12,0.035103086,0.205705275,0.115977674,Bad Overlap
seq2_12-seq9_89,0.015565621,0.088347039,0.044692151,Bad Overlap
seq2_13-seq6_85,0.023717144,0.144904699,0.081056577,Bad Overlap
seq2_13-seq8_69,0.083150652,0.470761979,0.25081005,Bad Overlap
seq2_16-seq5_85,0.037829287,0.230453665,0.126250732,Bad Overlap
seq2_17-seq9_95,0.063037233,0.335817495,0.170145552,Bad Overlap
seq2_19-seq2_93,0.013223933,0.097908189,0.065307003,Good Overlap
seq2_19-seq4_75,0.081106955,0.515085123,0.303072389,Bad Overlap
seq2_20-seq2_91,0.084828726,0.606191863,0.396409223,Good Overlap
seq2_21-seq5_96,0.020887734,0.127332785,0.070572394,Bad Overlap
seq2_26-seq9_94,0.012620342,0.065954417,0.033239464,Bad Overlap
seq2_28-seq8_93,0.008273535,0.044276041,0.022676728,Bad Overlap
seq2_32-seq5_92,0.022616804,0.140126898,0.080502372,Bad Overlap
seq2_34-seq3_93,0.030795736,0.204135893,0.120487944,Bad Overlap
seq2_34-seq3_70,0.077773265,0.559091446,0.337032569,Bad Overlap
seq2_36-seq2_76,0.059238489,0.434450472,0.277821523,Good Overlap
seq2_37-seq8_80,0.039987304,0.222561828,0.116946426,Bad Overlap
seq2_38-seq4_85,0.037882332,0.240943637,0.132735745,Bad Overlap
seq2_38-seq7_90,0.043982967,0.254453114,0.12964503,Bad Overlap
seq2_38-seq9_31,0.080173177,0.460458412,0.246204109,Bad Overlap
seq2_40-seq2_56,0.014213099,0.110727036,0.067453074,Good Overlap
seq2_41-seq2_72,0.082193944,0.615627938,0.407019315,Good Overlap
seq2_42-seq7_43,0.050571772,0.340288292,0.182566434,Bad Overlap
seq2_43-seq2_65,0.055285971,0.367660856,0.239205518,Good Overlap
seq2_43-seq5_73,0.011962548,0.076115392,0.041093865,Bad Overlap
seq2_44-seq3_29,0.076975068,0.523044799,0.300421761,Bad Overlap
seq2_44-seq3_39,0.005135829,0.0300581,0.017299152,Bad Overlap
seq2_45-seq2_78,0.078955558,0.604077698,0.391572519,Good Overlap
seq2_45-seq5_51,0.067005604,0.43331502,0.240236645,Bad Overlap
seq2_45-seq2_93,0.084409894,0.591307002,0.383330248,Good Overlap
seq2_46-seq5_9,0.020736357,0.128216075,0.069636689,Bad Overlap
seq2_46-seq3_36,0.01153016,0.086352847,0.060197062,Bad Overlap
seq2_50-seq8_52,0.016021265,0.08959692,0.048221628,Bad Overlap
seq2_52-seq3_85,0.01468118,0.09978688,0.057399984,Bad Overlap
seq2_52-seq6_77,0.022025803,0.128304443,0.069365724,Bad Overlap
seq2_53-seq9_18,0.079024631,0.436805521,0.219527093,Bad Overlap
seq2_55-seq5_60,0.078526788,0.506090775,0.283299169,Bad Overlap
seq2_55-seq9_45,0.023160573,0.13487523,0.069232645,Bad Overlap
seq2_58-seq3_91,0.017423623,0.120689564,0.069934265,Bad Overlap
seq2_59-seq8_69,0.003619566,0.019889104,0.01043223,Bad Overlap
seq2_62-seq6_89,0.07596793,0.468761639,0,Bad Overlap
seq2_62-seq8_34,0.078452189,0.466982005,0.244352123,Bad Overlap
